id,name,carbon/past,val,carbon/future,energy/past,energy/present,energy/future,intensity/past,intensity/present,intensity/future,location/continent/id,location/continent/value,location/country/id,location/country/value,lat,lon,location/state/id,location/state/value,location/zip,location/city/id,location/city/value,location/metroarea/id,location/metroarea/value,location/county/id,location/county/value,location/congdist/id,location/congdist/value

15101,GILAN,5320800,3019400,3019400,10508000,5919700,5919700,506,510,510,6255147,Asia,130758,Iran,37.280769,49.58319,133349,Ost��n-e G��l��n,,118743,Rasht,,,,,,
46077,TOYAMA SHINKO,913740,3023900,3377400,1217800,3583300,5019700,750,844,673,6255147,Asia,1861060,Japan,36.7726885,137.0715305,1849872,Toyama-ken,933-0,,,,,,,,
3942,BELLEDUNE,3090000,3030300,3030300,4138400,3292500,3292500,747,920,920,6255149,North America,6251999,Canada,47.9058,-65.867,6087430,New Brunswick,E8G 2,,,,,,,,
18846,HUNJIANG,0,3032200,3213900,0,2901500,3381400,0,1050,950,6255147,Asia,1814991,China,41.9430556,126.4286111,2036500,Jilin Sheng,,2038584,Baishan,,,,,,
41083,SHILIQUAN,8826700,3033400,3033400,7508400,2621800,2621800,1180,1160,1160,6255147,Asia,1814991,China,34.8647222,117.5541667,1796328,Shandong Sheng,27711,1785453,Zaozhuang,,,,,,
20490,JOJOBERA,2537700,3034100,3034100,2015000,2684000,2684000,1260,1130,1130,6255147,Asia,1269750,India,22.8,86.1833333,1444365,State of Jharkhand,831 0,1269300,Jamshedpur,,,,,,
6207,BULL RUN,4220100,3034300,3034300,4877100,3311300,3311300,865,916,916,6255149,North America,6252001,United States,36.0211,-84.1567,4662168,Tennessee,37716,,,99999314,"Knoxville-Sevierville-La Follette, TN",4602643,Anderson County,99994703,Chuck Fleischmann
41163,SHIN KOKURA,4069300,3037500,3037500,6854600,5091000,5091000,594,597,597,6255147,Asia,1861060,Japan,33.8333333,130.8333333,1863958,Fukuoka-ken,803-0,,,,,,,,
53186,XUZHOU HUAXIN,0,3039400,0,0,3127100,0,0,972,0,6255147,Asia,1814991,China,34.180454,117.15707,1806260,Jiangsu Sheng,,,,,,,,,
65733,DATANG BAOJI,0,3039400,3039400,0,3127100,3127100,0,972,972,6255147,Asia,1814991,China,39.176687,113.713426,1795912,Shanxi Sheng,72130,,,,,,,,
13582,FLINT CREEK,3805700,3042400,3042400,3587400,2828200,2828200,1060,1080,1080,6255149,North America,6252001,United States,36.2561,-94.5241,4099753,Arkansas,72734,,,,,4101244,Benton County,99990503,Steve Womack
39296,JOSE DE SAN MARTIN,0,3044000,3044000,0,5967700,5967700,0,510,510,6255150,South America,3865483,Argentina,-32.6672,-60.792978,3836276,Provincia de Santa Fe,,,,,,,,,
17844,HIRAKUD SMELTER,463170,3045000,3045000,367320,2410700,2410700,1260,1260,1260,6255147,Asia,1269750,India,21.45,83.9666667,1261029,State of Orissa,768 0,1257542,Sambalpur,,,,,,
38470,SABINE,3410200,3045800,3045800,5026200,4441800,4441800,678,686,686,6255149,North America,6252001,United States,30.0242,-93.875,4736286,Texas,77611,,,,,4716826,Orange County,99994808,Kevin Brady
24128,LAIBIN-B,4093800,3048000,3048000,4363800,2603500,2603500,938,1170,1170,6255147,Asia,1814991,China,23.7,109.2666667,1809867,Guangxi Zhuangzu Zizhiqu,,1804609,Laibin,,,,,,
32562,OMSK-5,2737100,3050300,3050300,2100900,2502700,2502700,1300,1220,1220,6255148,Europe,2017370,Russia,55,73.4,1496152,Omskaya Oblast�۪,,1496153,Omsk,,,,,,
20379,JINGYUAN-1,5489000,3054500,3054500,4350600,2586600,2586600,1260,1180,1180,6255147,Asia,1814991,China,36.5583333,104.2080556,1810676,Gansu Sheng,73091,1817240,Baiyin,,,,,,
41445,SHUWEIHAT-1,3877200,3057400,3057400,7657100,5994100,5994100,506,510,510,6255147,Asia,290557,United Arab Emirates,24.1651,52.642,292969,Abu Dhabi,,,,,,,,,
9594,COYOTE,3926400,3060400,3060400,3180000,2498600,2498600,1230,1220,1220,6255149,North America,6252001,United States,47.2217,-101.8139,5690763,North Dakota,58523,,,,,5690489,Mercer County,99993800,Rick Berg
62961,TANGSHAN CAOFEIDIAN,0,3060800,12659000,0,2901500,11885000,0,1050,1070,6255147,Asia,1814991,China,38.9333333,118.5333333,1808773,Hebei,,,,,,,,,
58817,HOHHOT GUONENG,0,3060800,3060800,0,2901500,2901500,0,1050,1050,6255147,Asia,1814991,China,40.8105556,111.6522222,2035607,Inner Mongolia,,2036892,Hohhot,,,,,,
65514,HUIZHOU COGEN,0,3060900,3060900,0,2901500,2901500,0,1050,1050,6255147,Asia,1814991,China,23.0833333,114.4,1809935,Guangdong Sheng,51608,1806776,Huizhou,,,,,,
45829,DONGHAE,3590000,3061000,11989000,2720900,3036800,10142000,1320,1010,1180,6255147,Asia,1835841,South Korea,37.497,129.1274,1843125,Gangwon,240-7,1892823,Tonghae,,,,,,
50365,XINLI,5440600,3071300,3071300,4314600,2561300,2561300,1260,1200,1200,6255147,Asia,1814991,China,34.7577778,113.6486111,1808520,Henan Sheng,45000,1784658,Zhengzhou,,,,,,
1132,ALTAMIRA-5,0,3075900,3075900,0,7464600,7464600,0,412,412,6255149,North America,3996063,Mexico,22.4,-97.9166667,3516391,Tamaulipas,,3533005,Altamira,,,,,,
31797,NOVOPOLOTSKAYA,637380,3082700,3082700,550270,2860500,2860500,1160,1080,1080,6255148,Europe,630336,Belarus,55.485923,28.775564,620134,Vitsyebskaya Voblasts�۪,,623317,Polatsk,,,,,,
20419,JISCO PLANT-1,1507000,3083600,5186100,1196300,2418500,4727000,1260,1280,1100,6255147,Asia,1814991,China,39.7666667,98.5666667,1810676,Gansu Sheng,,1279945,Suzhou,,,,,,
13983,H ALLEN FRANKLIN COMBINED CYCLE,1087600,3084800,3084800,2518900,7254300,7254300,432,425,425,6255149,North America,6252001,United States,32.6094,-85.0961,4829764,Alabama,36877,,,,,4072098,Lee County,99992608,Mike Rogers
24455,LANSING SMITH,3581800,3087700,3087700,4904100,5182900,5182900,730,596,596,6255149,North America,6252001,United States,30.2689,-85.7003,4155751,Florida,32409,,,,,4146810,Bay County,99991202,Steve Southerland
61035,RENGALI BHUSHAN,0,3090700,3499000,0,2447700,3020100,0,1260,1160,6255147,Asia,1269750,India,21.45,83.9666667,1261029,State of Orissa,,1257542,Sambalpur,,,,,,
16712,HAMITABAT,2331200,3098800,3098800,5063300,6447600,6447600,460,481,481,6255147,Asia,298795,Turkey,41.403848,27.359181,743165,K��rklareli,39750,,,,,,,,
18599,HSINKANG SK,3044200,3100400,3100400,2396700,2418000,2418000,1270,1280,1280,6255147,Asia,1668284,Taiwan,23.1225,120.204167,7280291,Taiwan,,,,,,,,,
33603,PANZHIHUA,1929900,3103800,733840,1602000,2482600,1089700,1200,1250,673,6255147,Asia,1814991,China,26.547902,101.705386,1794299,Sichuan Sheng,,1798998,Dadukou,,,,,,
3841,BEIJING-1,1616400,3105700,3105700,1255000,2505700,2505700,1290,1240,1240,6255147,Asia,1814991,China,39.90749774,116.3972282,2038349,Beijing Shi,10007,1816670,Beijing,,,,,,
35741,PRESQUE ISLE,3636400,3112500,0,3256800,2621100,0,1120,1190,0,6255149,North America,6252001,United States,46.5789,-87.395,5001836,Michigan,49855,,,,,5000950,Marquette County,99992601,Dan Benishek
51270,YOSU,3263000,3117600,3784800,2585300,2761400,3189800,1260,1130,1190,6255147,Asia,1835841,South Korea,34.744167,127.737778,1845788,South Jeolla,,1832157,Reisui,,,,,,
9626,ISALNITA,2165600,3120000,3776300,1719100,2527300,2770200,1260,1230,1360,6255148,Europe,798549,Romania,44.38568,23.71718,679134,Jude��ul Dolj,,,,,,,,,
29064,MONEYPOINT,5550000,3120000,3120000,5882700,3284800,3284800,943,950,950,6255148,Europe,2963597,Ireland,52.6075,-9.42267,7521315,Munster,,,,,,,,,
15372,GOI,3526100,3125100,3125100,5874700,5400600,5400600,600,579,579,6255147,Asia,1861060,Japan,35.5166667,140.0833333,2113014,Chiba-ken,290-0,2112664,Ichihara,,,,,,
1265,AMAGER,1540000,3126400,3126400,1536900,3671900,3671900,1000,851,851,6255148,Europe,2623032,Denmark,55.68459188,12.62610255,6418538,Capital Region,,2618425,Copenhagen,,,,,,
16351,GURU NANAK DEV,2996900,3131700,3131700,2375600,2414000,2414000,1260,1300,1300,6255147,Asia,1269750,India,30.2,74.95,1259223,State of Punjab,151 0,1276070,Bhatinda,,,,,,
58126,CAOFEIDIAN WORKS,0,3134800,3134800,0,2968200,2968200,0,1060,1060,6255147,Asia,1814991,China,39.6333333,118.1833333,1808773,Hebei,,1793346,Tangshan,,,,,,
46682,TUSIMICE,5000000,3140000,3140000,3910700,2495500,2495500,1280,1260,1260,6255148,Europe,3077311,Czech Republic,50.3825,13.33805556,,,43201,,,,,,,99997298,
10203,DAQING,5874700,3143100,3143100,4657400,2674600,2674600,1260,1180,1180,6255147,Asia,1814991,China,46.5833333,125,2036965,Heilongjiang Sheng,,2037860,Daqing,,,,,,
41464,SIBLEY,3135000,3148300,3148300,2905800,2899000,2899000,1080,1090,1090,6255149,North America,6252001,United States,39.1778,-94.1861,4398678,Missouri,64088,,,99999312,"Kansas City-Overland Park-Kansas City, MO-KS",4392183,Jackson County,99992906,Sam Graves
47630,VALLE DE MEXICO,3314200,3151600,5799500,6659500,6691800,12516000,498,471,463,6255149,North America,3996063,Mexico,19.6011111,-99.0525,3523272,Estado de M̩xico,54150,,,,,,,,
38777,SAKAIKO,3820300,3155900,3155900,6439000,5292100,5292100,593,596,596,6255147,Asia,1861060,Japan,34.5833333,135.4666667,1853904,��saka-fu,592-8,1853195,Sakai,,,,,,
34688,PINGSHI,2043000,3156400,3156400,1621400,3279700,3279700,1260,962,962,6255147,Asia,1814991,China,24.8,113.5833333,1809935,Guangdong Sheng,,1795874,Shaoguan,,,,,,
38779,SAKATA,5888800,3162000,3162000,5969200,3604500,3604500,987,877,877,6255147,Asia,1861060,Japan,38.9166667,139.855,2110554,Yamagata-ken,998-8,1853140,Sakata,,,,,,
32373,OKLAUNION,4976700,3165100,3165100,4681600,2813600,2813600,1060,1120,1120,6255149,North America,6252001,United States,34.0825,-99.1753,4736286,Texas,76373,,,,,4741797,Wilbarger County,99994813,Mac Thornberry
49157,WEIHER,3473500,3172600,3172600,3359700,3174300,3174300,1030,999,999,6255148,Europe,2921044,Germany,49.3166667,7.05,2842635,Saarland,66287,,,,,,,,
20846,KAKANJ,2149900,3180900,3695800,1641300,2404100,3449400,1310,1320,1070,6255148,Europe,3277605,Bosnia and Herzegovina,44.0955556,18.1172222,3229999,Federation of Bosnia and Herzegovina,,,,,,,,,
44126,TACHIBANAWAN,2659000,3183900,3183900,4112800,4237600,4237600,647,751,751,6255147,Asia,1861060,Japan,33.9166667,134.65,1850157,Tokushima-ken,779-1,1865309,Anan,,,,,,
342,AES SOMERSET LLC,5205600,3184300,3184300,5642600,3368400,3368400,923,945,945,6255149,North America,6252001,United States,43.3561,-78.6039,5128638,New York,14012,,,99999160,"Buffalo-Niagara-Cattaraugus, NY",5128734,Niagara County,99993628,Louise M. Slaughter
58974,YUCI,0,3186500,0,0,3127100,0,0,1020,0,6255147,Asia,1814991,China,35.502222,112.832778,1795912,Shanxi Sheng,,1805741,Jincheng,,,,,,
70861,CLIFFSIDE 1,3462400,3189400,3189400,3464300,3269300,3269300,999,976,976,6255149,North America,6252001,United States,35.22,-81.7594,4482348,North Carolina,28024,,,99999172,"Charlotte-Gastonia-Salisbury, NC-SC",4489357,Rutherford County,99993710,Patrick McHenry
24746,LE HAVRE-II,3210000,3190000,3190000,3317700,3333300,3333300,968,957,957,6255148,Europe,3017382,France,49.49,0.13,3013756,Haute-Normandie,76067,3003796,Le Havre,,,,,,
1881,SHAZAND,4444200,3190200,3190200,6043300,3962500,3962500,735,805,805,6255147,Asia,130758,Iran,33.9276,49.4116,124763,Markazi,,,,,,,,,
8168,CHENTANGZHUANG,578530,3191500,7644800,490670,2909500,9875200,1180,1100,774,6255147,Asia,1814991,China,38.9713889,117.7419444,1792943,Tianjin Shi,,,,,,,,,
29707,MUARA KARANG,3093600,3198700,2900800,5008300,4275500,4976900,618,748,583,6255147,Asia,1643084,Indonesia,-6.1258333,106.7863889,1642907,Daerah Khusus Ibukota Jakarta,14450,,,,,,,,
9239,CONNAHS QUAY,2926800,3210000,3210000,6655700,7380500,7380500,440,435,435,6255148,Europe,2635167,United Kingdom,53.226973,-3.07414,2634895,Wales,CH5 4,,,,,,,,
6615,CAIRO SOUTH,3137900,3216800,1771200,6325800,5518900,3498000,496,583,506,6255146,Africa,357994,Egypt,29.841441,31.300843,360631,Mu�����faz�at al Q��hirah,,,,,,,,,
9020,COLBERT,7336400,3219100,3219100,6881500,2940200,2940200,1070,1090,1090,6255149,North America,6252001,United States,34.7439,-87.8486,4829764,Alabama,35674,,,,,4056165,Colbert County,99990105,Mo Brooks
38566,SAGARDIGHI,0,3223800,14026000,0,2921000,14145000,0,1100,992,6255147,Asia,1269750,India,24.1833333,88.2666667,1252881,Bengal,742 2,,,,,,,,
21059,KAMSKY WORKS,3434300,3224400,3224400,5196100,5104900,5104900,661,632,632,6255148,Europe,2017370,Russia,55.725451,52.411221,484048,Respublika Tatarstan,42380,,,,,,,,
5009,BOARDMAN,3633700,3233900,3233900,3542400,3200200,3200200,1030,1010,1010,6255149,North America,6252001,United States,45.6933,-119.8056,5744337,Oregon,97818,,,,,5741531,Morrow County,99994102,Greg Walden
9610,CHARLES R LOWMAN,4127000,3236800,3236800,3919800,3026300,3026300,1050,1070,1070,6255149,North America,6252001,United States,31.4858,-87.9106,4829764,Alabama,36548,,,,,4096449,Washington County,99990101,Jo Bonner
50355,XINHAI,0,3240300,10136000,0,2577900,13439000,0,1260,754,6255147,Asia,1814991,China,34.731944,119.4425,1806260,Jiangsu Sheng,,,,,,,,,
21254,KARAGANDA HPS-2,2908500,3244600,3244600,2290000,2526200,2526200,1270,1280,1280,6255147,Asia,1522867,Kazakhstan,49.7988889,73.0994444,1523401,Qaraghandy Oblysy,,,,,,,,,
41552,SIERSZA,4055100,3251500,6708800,3443300,3127100,6710900,1180,1040,1000,6255148,Europe,798544,Poland,50.15930524,19.46966171,858786,Lesser Poland Voivodeship,32541,,,,,,,,
24135,LAIWU,1572000,3253000,13003000,1318500,3127100,12214000,1190,1040,1060,6255147,Asia,1814991,China,36.1927778,117.6569444,1796328,Shandong Sheng,,1804591,Laiwu,,,,,,
44420,TAMAZUNCHALE,0,3254000,3254000,0,7918400,7918400,0,411,411,6255149,North America,3996063,Mexico,21.2666667,-98.7833333,3985605,San Luis Potos�_,,,,,,,,,
3187,BANIAS,5414000,3254900,3254900,7463500,4333000,4333000,725,751,751,6255147,Asia,163843,Syria,35.181881,35.948709,163342,Tartus,,,,,,,,,
28172,MESQUITE GENERATING STATION,2697800,3257100,3257100,6094900,7399900,7399900,443,440,440,6255149,North America,6252001,United States,33.344,-112.8535,5551752,Arizona,85322,,,,,5303754,Maricopa County,99990407,Raul M. Grijalva
44839,TEESSIDE,5070000,3260000,3260000,13282000,8760700,8760700,382,372,372,6255148,Europe,2635167,United Kingdom,54.581131,-1.136665,6269131,England,TS6 8,,,,,,,,
22206,KINGSNORTH,8248800,3280000,3280000,8554100,3526900,3526900,964,930,930,6255148,Europe,2635167,United Kingdom,51.418528,0.6038295,6269131,England,ME3 9,,,,,,,,
55858,GUANGZHOU HENYUN,0,3280700,3280700,0,2611700,2611700,0,1260,1260,6255147,Asia,1814991,China,23.1166667,113.25,1809935,Guangdong Sheng,,1809858,Guangzhou,,,,,,
41070,SHIJINGSHAN,5576400,3280800,3280800,4421500,2594800,2594800,1260,1260,1260,6255147,Asia,1814991,China,39.9111111,116.1811111,2038349,Beijing Shi,10004,,,,,,,,
49009,WATEREE (3297),4827300,3284700,3284700,5084400,3356800,3356800,949,979,979,6255149,North America,6252001,United States,33.8264,-80.6218,4597040,South Carolina,29044,,,99999192,"Columbia-Newberry, SC",4592843,Richland County,99994506,James E. Clyburn
42523,SOUTH HUMBER BANK,3480000,3290000,3290000,8140600,8388600,8388600,427,392,392,6255148,Europe,2635167,United Kingdom,53.601609,-0.144822,6269131,England,DN37 ,,,,,,,,
45366,TIANJIAAN-2,4674600,3292700,1878000,4171300,2744500,1898600,1120,1200,989,6255147,Asia,1814991,China,32.6263889,116.9969444,1818058,Anhui Sheng,,1807681,Huainan,,,,,,
50602,YATAGAN,2420500,3297500,3297500,2215000,2841300,2841300,1090,1160,1160,6255147,Asia,298795,Turkey,37.340255,28.142794,304183,Mu��la,48500,,,,,,,,
27593,MATSUURA KYUDEN,3530700,3299800,7398400,4260000,3836600,9788100,829,860,756,6255147,Asia,1861060,Japan,33.34423,129.707825,1856156,Nagasaki-ken,859-4,,,,,,,,
27905,MEHRUM,4325200,3300000,3300000,3941100,3419500,3419500,1100,965,965,6255148,Europe,2921044,Germany,52.3150224,10.09141738,2862926,Lower Saxony,31249,,,,,,,,
39144,SAN FILIPPO DEL MELA,2940700,3320000,3320000,3228600,2776500,2776500,911,1200,1200,6255148,Europe,3175395,Italy,38.184171,15.277686,2523119,Sicily,98044,,,,,,,,
41519,SIEKIERKI,3300000,3320000,3320000,2925200,3019800,3019800,1130,1100,1100,6255148,Europe,798544,Poland,52.189631,21.090558,858787,Masovian Voivodeship,,756135,Warsaw,,,,,,
64415,GUANGZHOU NANSHA,0,3321900,2683600,0,3391000,2575400,0,980,1040,6255147,Asia,1814991,China,23.1534412,113.3197689,1809935,Guangdong Sheng,,,,,,,,,
50246,WYODAK,3356500,3325700,3325700,2685100,2713300,2713300,1250,1230,1230,6255149,North America,6252001,United States,44.2886,-105.3847,5843591,Wyoming,82716,,,,,5820441,Campbell County,99995600,Cynthia Lummis
17011,HARTHA,4025700,3328800,3413200,4730100,3687100,3058700,851,903,1120,6255147,Asia,99237,Iraq,30.534884,47.788846,89341,Mu�����faz�at al Ba��rah,,,,,,,,,
46305,TRIMBLE COUNTY,4284200,3331600,0,4357800,3329200,0,983,1000,0,6255149,North America,6252001,United States,38.5847,-85.4117,6254925,Kentucky,40006,,,99999350,Louisville/Jefferson County--Elizabethtown--Scottsburg{comma,4311266,Trimble County,99992104,Geoff Davis
58816,LUOYANG YUGANG,0,3333300,0,0,2618200,0,0,1270,0,6255147,Asia,1814991,China,33.621838,113.543169,1808520,Henan Sheng,,,,,,,,,
64417,QIANBEI-1,0,3333400,3333400,0,2618200,2618200,0,1270,1270,6255147,Asia,1814991,China,27.4677778,106.2061111,1809445,Guizhou Sheng,,,,,,,,,
26048,LUANHE,1695900,3339000,1922500,1344400,2945600,1887200,1260,1130,1020,6255147,Asia,1814991,China,40.9725,117.9361111,1808773,Hebei,6700,2038087,Chengde,,,,,,
36993,REID GARDNER,4386400,3341000,3341000,4071600,3022400,3022400,1080,1110,1110,6255149,North America,6252001,United States,36.6531,-114.6364,5509151,Nevada,89025,,,99999332,"Las Vegas-Paradise-Pahrump, NV",5501879,Clark County,99993203,Joe Heck
50523,YANBU MARAFIQ-1,1695700,3348200,3172600,1813900,4018300,4178700,935,833,759,6255147,Asia,102358,Saudi Arabia,23.999444,38.2275,109224,Min��aqat al Mad��nah,,,,,,,,,
70986,CHESAPEAKE,3938200,3348800,3348800,4116300,3304700,3304700,957,1010,1010,6255149,North America,6252001,United States,36.7711,-76.3019,6254928,Virginia,23323,4752186,Chesapeake,,,4752215,City of Chesapeake,99995104,J. Randy Forbes
6372,BURSHTYN,5697100,3352600,3352600,9650800,4058100,4058100,590,826,826,6255148,Europe,690791,Ukraine,49.258665,24.627765,707470,Ivano-Frankivs�۪ka Oblast�۪,77112,,,,,,,,
16430,HABSHAN-4,0,3356900,3356900,0,4247300,4247300,0,790,790,6255147,Asia,290557,United Arab Emirates,23.942418,53.636123,292969,Abu Dhabi,,,,,,,,,
880,ALCUDIA,3400000,3360000,3360000,3284000,3083100,3083100,1040,1090,1090,6255148,Europe,2510769,Spain,39.810605,3.091257,2521383,Balearic Islands,,,,,,,,,
49273,WERNE (GERSTEIN K),3872100,3360000,3360000,4196700,3717000,3717000,923,904,904,6255148,Europe,2921044,Germany,51.67344275,7.716837963,2861876,North Rhine-Westphalia,59359,,,,,,,,
26355,M ALVAREZ (MANZANILLO),7127600,3360600,6127200,9923200,4733900,14250000,718,710,430,6255149,North America,3996063,Mexico,19.05011107,-104.3187904,4013513,Colima,,3996663,Manzanillo,,,,,,
2614,AVEDORE,3319700,3364300,3364300,3806000,4127400,4127400,872,815,815,6255148,Europe,2623032,Denmark,55.65718641,12.47363985,6418538,Capital Region,,,,,,,,,
51197,ZHENHAI,7182100,3379300,9192700,5594600,2971100,7621300,1280,1140,1210,6255147,Asia,1814991,China,29.878186,121.549453,1784764,Zhejiang Sheng,31520,1799397,Ningbo,,,,,,
20747,KAENG KHOI-2,0,3384600,3384600,0,7413500,7413500,0,457,457,6255147,Asia,1605651,Thailand,14.586167,100.997584,1606417,Changwat Sara Buri,18110,,,,,,,,
12407,EMILE-HUCHET,3208000,3387500,3387500,3182600,3712800,3712800,1010,912,912,6255148,Europe,3017382,France,49.15807785,7.024126053,2997551,Lorraine,57520,,,,,,,,
49153,WEIHAI,6318500,3397500,7509800,5360000,2986100,7949300,1180,1140,945,6255147,Asia,1814991,China,37.5016667,122.1136111,1796328,Shandong Sheng,26420,1791673,Weihai,,,,,,
4133,BERGKAMEN,3997200,3400000,3400000,4122600,3563700,3563700,970,954,954,6255148,Europe,2921044,Germany,51.64103868,7.62159808,2861876,North Rhine-Westphalia,59192,2950344,Bergkamen,,,,,,
31628,NORTH OMAHA,4041900,3406600,3406600,3562900,3039000,3039000,1130,1120,1120,6255149,North America,6252001,United States,41.3297,-95.9458,5073708,Nebraska,68112,5074472,Omaha,99999420,"Omaha-Council Bluffs-Fremont, NE-IA",5067114,Douglas County,99993102,Lee Terry
46331,TRIPOLI HOMS,1909600,3406800,3406800,2079400,3064500,3064500,918,1110,1110,6255146,Africa,2215636,Libya,32.87519008,13.18745613,2210245,Sha���b��yat ��ar��bulus,,2210247,Tripoli,,,,,,
27994,MELNIK 2&3,3800000,3410000,3410000,3210200,2854100,2854100,1180,1190,1190,6255148,Europe,3077311,Czech Republic,50.41388889,14.41527778,3339576,St��edo��esk�_ kraj,,,,,,,,,
49710,WILHELMSHAVEN,3960100,3410000,3410000,3655800,3471400,3471400,1080,982,982,6255148,Europe,2921044,Germany,53.56493407,8.146894208,2862926,Lower Saxony,,2808720,Wilhelmshaven,,,,,,
37557,RIVER ROUGE,3380200,3411400,3411400,3345500,3427500,3427500,1010,995,995,6255149,North America,6252001,United States,42.2733,-83.1131,5001836,Michigan,48218,,,99999220,"Detroit-Warren-Flint, MI",5014227,Wayne County,,
21757,KEMERKOY,3252000,3416200,3416200,2686700,2977300,2977300,1210,1150,1150,6255147,Asia,298795,Turkey,37.3163889,27.7838889,304183,Mu��la,48200,,,,,,,,
38914,SALTEND,3500000,3420000,3420000,8053500,8475800,8475800,435,404,404,6255148,Europe,2635167,United Kingdom,53.737063,-0.238931,6269131,England,HU12 ,2645425,Hull,,,,,,
17213,HAYDEN,3873200,3426500,3426500,3495100,3229700,3229700,1110,1060,1060,6255149,North America,6252001,United States,40.4856,-107.185,5417618,Colorado,81639,,,,,5581553,Routt County,99990803,Scott R. Tipton
23315,KUNMING,1019300,3427300,3427300,807680,3003100,3003100,1260,1140,1140,6255147,Asia,1814991,China,25.0388889,102.7183333,1785694,Yunnan,,1804651,Kunming,,,,,,
45838,TONGLING,5945300,3441800,0,5124500,2953400,0,1160,1170,0,6255147,Asia,1814991,China,30.95,117.783333,1818058,Anhui Sheng,,,,,,,,,
13756,FORNEY ENERGY CENTER,2860100,3447300,3447300,6680400,7417700,7417700,428,465,465,6255149,North America,6252001,United States,32.7563,-96.4916,4736286,Texas,75126,,,99999206,"Dallas-Fort Worth, TX",4702735,Kaufman County,99994805,Jeb Hensarling
6935,CANE RUN,3574700,3447700,0,3225000,3248400,0,1110,1060,0,6255149,North America,6252001,United States,38.1828,-85.8894,6254925,Kentucky,40216,4299276,Louisville,99999350,Louisville/Jefferson County--Elizabethtown--Scottsburg{comma,4296212,Jefferson County,99992103,John Yarmuth
33993,PECHORA,2871100,3450000,4241400,3544700,4340500,4744800,810,795,894,6255148,Europe,2017370,Russia,65.147165,57.224392,545854,Respublika Komi,,,,,,,,,
51176,YONGJI,556490,3453000,5925000,440700,3114500,5332800,1260,1110,1110,6255147,Asia,1814991,China,34.8661111,110.4402778,1795912,Shanxi Sheng,,,,,,,,,
4577,BIG STONE,3871400,3453900,3453900,3477700,3101400,3101400,1110,1110,1110,6255149,North America,6252001,United States,45.3047,-96.5103,5769223,South Dakota,57216,,,,,5228179,Grant County,99994600,Kristi Noem
41903,SKIKDA AEC,0,3456800,3456800,0,6954000,6954000,0,497,497,6255146,Africa,2589581,Algeria,36.876174,6.909208,2479532,Wilaya de Skikda,,2479536,Skikda,,,,,,
11517,DURGAPUR DPL,2036600,3460900,5137700,1625400,2595000,4209900,1250,1330,1220,6255147,Asia,1269750,India,23.25,87.85,1252881,Bengal,713 2,1277029,Barddham��n,,,,,,
31675,NORTHERN AUGUSTA,3517900,3462200,3462200,3051900,3131600,3131600,1150,1110,1110,6255151,Oceania,2077456,Australia,-32.5,137.7666667,2061327,South Australia,5700,,,,,,,,
18619,HUAIBEI,10734000,3463600,6482900,9195000,2867600,5600600,1170,1210,1160,6255147,Asia,1814991,China,33.9744444,116.7916667,1818058,Anhui Sheng,23500,1807700,Huaibei,,,,,,
1004,ALLEN S KING,3069400,3465700,3465700,3086000,3450700,3450700,995,1000,1000,6255149,North America,6252001,United States,45.03,-92.7786,5037779,Minnesota,55003,,,99999378,"Minneapolis-St. Paul-St. Cloud, MN-WI",5051936,Washington County,99992706,Michele Bachmann
18654,HUANENG XINHUA DAQING,3264600,3465900,3465900,2591600,2974600,2974600,1260,1170,1170,6255147,Asia,1814991,China,46.5833333,125,2036965,Heilongjiang Sheng,,2037860,Daqing,,,,,,
35735,PRESIDENTE JUAREZ,4499900,3468600,3051100,8149200,6813200,6591100,552,509,463,6255149,North America,3996063,Mexico,32.3333333,-117.0333333,4017700,Estado de Baja California,,3988392,Rosarito,,,,,,
70516,WABASH RIVER 1,5164200,3473800,3473800,4961600,3345900,3345900,1040,1040,1040,6255149,North America,6252001,United States,39.53,-87.4247,4921868,Indiana,47900,4265737,Terre Haute,,,4266295,Vigo County,99991808,Larry Bucshon
15816,R D GREEN,2928700,3474900,3474900,3496600,3183100,3183100,838,1090,1090,6255149,North America,6252001,United States,37.6467,-87.5006,6254925,Kentucky,42452,,,,,4294512,Henderson County,99992101,Ed Whitfield
66034,SUZHOU HUIYUAN,0,3482600,3482600,0,2735500,2735500,0,1270,1270,6255147,Asia,1814991,China,33.6361111,116.9788889,1818058,Anhui Sheng,,1793743,Suzhou,,,,,,
47944,VENTANAS,1121900,3485900,3485900,1226800,3655100,3655100,915,954,954,6255150,South America,3895114,Chile,-32.7275,-71.4122222,3868621,Regi�_n de Valpara�_so,,,,,,,,,
34678,PINGDINGSHAN,1888900,3487400,1708300,1499500,2805700,1869300,1260,1240,914,6255147,Asia,1814991,China,33.738472,113.301194,1808520,Henan Sheng,,1798827,Pingdingshan,,,,,,
18764,HUGO,3291700,3499500,0,2942000,3100600,0,1120,1130,0,6255149,North America,6252001,United States,34.0158,-95.3206,4544379,Oklahoma,74735,,,,,4533135,Choctaw County,99994002,Dan Boren
20186,JEDDAH SWCC,1801800,3502600,3502600,2472100,4402200,4402200,729,796,796,6255147,Asia,102358,Saudi Arabia,21.516944,39.219167,104514,Min��aqat Makkah,21221,105343,Jeddah,,,,,,
