id,name,val,lat,lon
50776,YORKTOWN,1904000,37.2144,-76.4611
61446,KHURSANIYAH,1905700,27.217843,49.2251
25305,PSEG LINDEN GENERATING STATION,1906200,40.6225,-74.2097
49258,WERK MARL,1906400,51.65,7.0833333
12514,ENNORE,1908600,13.2475,80.3252778
22058,KIEL,1910000,54.33863305,10.1769205
21573,KAWAS,1914300,21.1666667,72.8333333
44369,TALIN,1915000,22.59516,120.303411
36911,REDBUD POWER PLANT,1915500,35.6853,-97.2242
4197,BERRI GAS PLANT,1916800,27.011222,49.658255
41593,SIKESTON POWER STATION,1919500,36.8791,-89.6209
31794,NOVO-GORKOVSKAYA,1924100,56.147333,44.197871
31796,NOVO-KEMEROVO,1924900,55.3333333,86.0833333
15651,GRAIN,1926800,51.45590558,0.711257458
20572,J R WHITING,1926900,41.7917,-83.4486
58988,HUATING,1927200,35.376006,105.283893
703,AL-EZZEL,1927900,26.245556,50.654167
27996,MELNIK-1,1930000,50.41444167,14.41323889
47920,VELTHEIM,1930000,52.18893391,8.932194975
38987,SAMALAYUCA-II,1930900,31.733333,-106.483333
37617,RIYADH CITY-08,1932400,24.68773227,46.72184944
35736,PRESIDENTE MEDICI,1933800,-31.55805556,-53.6725
41040,SHEYANGGANG,1934600,27.99223,116.157645
21040,KAMMER,1934800,39.8464,-80.8189
36771,RAVENNA ENICHEM,1940000,44.448611,12.236944
47181,UONG BI,1940800,21.0333333,106.7833333
22139,KIMITSU,1942100,35.3252778,139.8911111
29374,MORGAN ENERGY CENTER,1942200,34.6397,-87.0639
31267,NINE MILE POINT,1943400,29.9472,-90.1458
50874,ZAPORIZHZHYA,1947300,47.49864786,34.65740204
41208,SHIN SAIJO,1951200,33.9166667,133.1833333
7874,CHANDERIA SMELTER,1951800,25.7625,75.5125
34230,PERLIS,1954700,6.3314891,100.1632368
27937,MEJILLONES,1956800,-23.1,-70.45
38813,SALAMANCA,1958200,20.5666667,-101.2
72104,TAFT COGENERATION FACILITY,1959000,29.9861,-90.4575
14556,JHANOR-GANDHAR,1959500,21.7,72.9666667
29065,MONFALCONE,1960000,45.796944,13.545556
51056,ZOLLING,1960000,48.45518143,11.79959188
45547,TISOVA,1960000,50.15206111,12.61013889
14411,FYNS,1960000,55.42905651,10.40436755
11455,DUNAMENTI,1962000,47.325791,18.921415
43843,SURAT,1962700,21.1666667,72.8333333
10436,DEER PARK ENERGY CENTER,1964900,29.7153,-95.1361
24823,LEE,1969100,35.3775,-78.0875
65927,SHANDONG ZHONGTAI,1972900,35.9005556,117.7519444
25498,LIYAN,1974100,35.405,116.5813889
43663,SUMGAIT-3,1977800,40.5897222,49.6686111
10747,DHUVARAN,1979500,22.5666667,72.9333333
51327,YUNFU,1981400,21.474941,110.87442
62969,HENGYUN-B,1981400,22.850094,112.143458
18271,HONGYUAN,1981400,24.6,111.1666667
42473,SOUSSE,1981500,35.825388,10.636991
53337,YONGCHUAN-3,1986200,29.5627778,106.5527778
65647,CHANGJI FUKANG,1986200,44.0166667,87.3166667
17866,HIROHATA WORKS,1987300,34.8166667,134.7
29422,R D MORROW,2004000,31.2194,-89.3933
50869,ZAPADNO SIBIRSKAYA,2004400,53.7557,87.1099
2169,ARTYOMOV,2005500,43.10562023,131.8735313
25306,LINDEN COGEN PLANT,2005600,40.6322,-74.2156
8479,CHITTAGONG RAOZAN,2012100,22.3330556,91.8363889
34692,PINGWANG,2013600,40.039522,113.604551
41003,SHENZHEN MANZHOULI,2013600,49.6,117.4333333
1286,AMARKANTAK,2015400,23.2833333,81.35
11279,MARTIN DRAKE,2017700,38.8244,-104.8331
33667,PARAS,2018800,20.7333333,77
45041,TERMINI IMERESE,2020000,37.969167,13.748333
50700,YIXING UNION,2020800,32.015479,121.440283
18625,HUAINAN XINZHUANGZI,2026200,32.6263889,116.9969444
66193,NANJING MINE,2029500,32.0616667,118.7777778
66194,JINGHAI,2029500,38.9333333,116.9166667
50277,XIAGUAN,2030900,32.0616667,118.7777778
40505,SEMINOLE (2956),2030900,34.9678,-96.7242
52713,BHANDER POWER,2032100,21.1666667,72.8333333
50314,XIAOSHAN,2033000,28.273446,119.748511
9979,DADRI,2033200,28.5807532,77.330532
14487,R GALLAGHER,2033300,38.2636,-85.8381
452,AGUIRRE,2036400,17.9774659,-66.297946
914,ALEPPO,2037800,36.201241,37.161173
39565,SANTA CRUZ FURNAS,2039100,-22.92507,-43.679919
5346,BORSSELE,2040000,51.43083333,3.718333333
22208,KINGSTON,2041300,35.8992,-84.5194
28440,MILAZZO,2041800,38.221166,15.238283
50704,YIZHENG PLANT,2042900,32.2691667,119.1788889
10272,DASHOGUZ VELAYAT,2044400,41.836254,59.966615
50811,YUZHNO-KUZBASSKAYA,2045800,53.7557,87.1099
47347,UST-ILIMSK TETS,2047500,58.000556,102.661944
17589,HESHAN,2049700,23.9,108.9
43892,SUTTON BRIDGE,2050000,52.757352,0.191671
16355,GUSHIKAWA,2054300,26.3544444,127.8686111
37615,RIYADH CITY-05,2055200,24.68773227,46.72184944
17217,HAYNES,2056200,33.7639,-118.0942
